hgnc_id,hgnc_symbol,hgnc_synonyms,hgnc_name,ensembl_id,entrez_id
HGNC:17468,PDLIM5,"LIM, ENH",PDZ and LIM domain 5,ENSG00000163110,10611
HGNC:30259,PDXP,"DJ37E16.5, FLJ32703, CIN",pyridoxal phosphatase,ENSG00000241360,57026
HGNC:8820,PDYN,"PENKB, ADCA, SCA23",prodynorphin,ENSG00000101327,5173
HGNC:8831,PENK,NA,proenkephalin,ENSG00000181195,5179
HGNC:8881,PFN1,NA,profilin 1,ENSG00000108518,5216
HGNC:8882,PFN2,NA,profilin 2,ENSG00000070087,5217
HGNC:16089,PGRMC2,"PMBP, DG6",progesterone receptor membrane component 2,ENSG00000164040,10424
HGNC:20990,PHACTR1,"KIAA1733, DJ257A7.2",phosphatase and actin regulator 1,ENSG00000112137,221692
HGNC:8912,PHB1,PHB,prohibitin 1,ENSG00000167085,5245
HGNC:30306,PHB2,"REA, BCAP37, BAP37",prohibitin 2,ENSG00000215021,11331
HGNC:29180,PHF24,"GINIP, KIAA1045",PHD finger protein 24,ENSG00000122733,23349
HGNC:30031,PI4K2A,"PI4KII, DKFZP761G1923, PIK42A",phosphatidylinositol 4-kinase type 2 alpha,ENSG00000155252,55361
HGNC:2752,PIAS1,"GU/RH-II, ZMIZ3, DDXBP1",protein inhibitor of activated STAT 1,ENSG00000033800,8554
HGNC:16861,PIAS3,"FLJ14651, ZMIZ5",protein inhibitor of activated STAT 3,ENSG00000131788,10401
HGNC:15514,PICALM,CLTH,phosphatidylinositol binding clathrin assembly protein,ENSG00000073921,8301
HGNC:9394,PICK1,"DJ1039K5, MGC15204, PRKCABP",protein interacting with PRKCA 1,ENSG00000100151,9463
HGNC:8974,PIK3C3,"VPS34, HVPS34",phosphatidylinositol 3-kinase catalytic subunit type 3,ENSG00000078142,5289
HGNC:8988,PIN1,DOD,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",ENSG00000127445,5300
HGNC:8996,PIP5K1C,"PIP5KGAMMA, KIAA0589, LCCS3",phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,ENSG00000186111,23396
HGNC:17481,PJA2,"KIAA0438, NEURODAP1, PRAJA2, RNF131",praja ring finger ubiquitin ligase 2,ENSG00000198961,9867
HGNC:9051,PLAT,NA,"plasminogen activator, tissue type",ENSG00000104368,5327
HGNC:15917,PLCB1,"KIAA0581, PLC-I, PLC154",phospholipase C beta 1,ENSG00000182621,23236
HGNC:9055,PLCB2,FLJ38135,phospholipase C beta 2,ENSG00000137841,5330
HGNC:9056,PLCB3,NA,phospholipase C beta 3,ENSG00000149782,5331
HGNC:9059,PLCB4,NA,phospholipase C beta 4,ENSG00000101333,5332
HGNC:9065,PLCG1,"PLC148, PLC-II, PLCGAMMA1, NCKAP3, PLC1",phospholipase C gamma 1,ENSG00000124181,5335
HGNC:31822,PLCXD3,NA,phosphatidylinositol specific phospholipase C X domain containing 3,ENSG00000182836,345557
HGNC:9067,PLD1,NA,phospholipase D1,ENSG00000075651,5337
HGNC:30036,PLEKHA5,"KIAA1686, FLJ10667",pleckstrin homology domain containing A5,ENSG00000052126,54477
HGNC:29105,PLEKHG5,"KIAA0720, SYX, GEF720, TECH, ARHGEF45",pleckstrin homology and RhoGEF domain containing G5,ENSG00000171680,57449
HGNC:9071,PLG,NA,plasminogen,ENSG00000122194,5340
HGNC:19699,PLK2,SNK,polo like kinase 2,ENSG00000145632,10769
HGNC:23496,PLPPR4,"PRG-1, LPPR4, KIAA0455, PHP1",phospholipid phosphatase related 4,ENSG00000117600,9890
HGNC:9091,PLS3,T-PLASTIN,plastin 3,ENSG00000102024,5358
HGNC:9099,PLXNA1,PLXN1,plexin A1,ENSG00000114554,5361
HGNC:9102,PLXNA4,"KIAA1550, DKFZP434G0625PRO34003, FAYV2820, PLXNA4A, PLXNA4B",plexin A4,ENSG00000221866,91584
HGNC:9103,PLXNB1,"KIAA0407, PLXN5",plexin B1,ENSG00000164050,5364
HGNC:9106,PLXNC1,"VESPR, CD232",plexin C1,ENSG00000136040,10154
HGNC:9107,PLXND1,KIAA0620,plexin D1,ENSG00000004399,23129
HGNC:9153,PNKD,"DYT8, DKFZP564N1362, FPD1, MR-1, BRP17, FKSG19, TAHCCP2, KIAA1184, KIPP1184, MGC31943, PKND1, MR-1S",PNKD metallo-beta-lactamase domain containing,ENSG00000127838,25953
HGNC:9171,PODXL,"PCLP, GP200, PODXL1, PDX",podocalyxin like,ENSG00000128567,5420
HGNC:17652,PORCN,"MG61, PPN, DHOF",porcupine O-acyltransferase,ENSG00000102312,64840
HGNC:28883,PPA2,FLJ20459,inorganic pyrophosphatase 2,ENSG00000138777,27068
HGNC:9245,PPFIA1,"LIP.1, LIPRIN",PTPRF interacting protein alpha 1,ENSG00000131626,8500
HGNC:9246,PPFIA2,NA,PTPRF interacting protein alpha 2,ENSG00000139220,8499
HGNC:9247,PPFIA3,"KIAA0654, LPNA3, MGC126567, MGC126569",PTPRF interacting protein alpha 3,ENSG00000177380,8541
HGNC:9248,PPFIA4,NA,PTPRF interacting protein alpha 4,ENSG00000143847,8497
HGNC:9250,PPFIBP2,CCLP1,PPFIA binding protein 2,ENSG00000166387,8495
HGNC:18583,PPM1H,"KIAA1157, FLJ13253, NERPP-2C, ARHCL1","protein phosphatase, Mg2+/Mn2+ dependent 1H",ENSG00000111110,57460
HGNC:9281,PPP1CA,"PP1A, PP-1A, PP1ALPHA, PPP1A",protein phosphatase 1 catalytic subunit alpha,ENSG00000172531,5499
HGNC:9283,PPP1CC,PP1GAMMA,protein phosphatase 1 catalytic subunit gamma,ENSG00000186298,5501
HGNC:9287,PPP1R1B,"DARPP-32, FLJ20940",protein phosphatase 1 regulatory inhibitor subunit 1B,ENSG00000131771,84152
HGNC:14946,PPP1R9A,"NEURABIN-I, KIAA1222, FLJ20068",protein phosphatase 1 regulatory subunit 9A,ENSG00000158528,55607
HGNC:9298,PPP1R9B,"SPINO, PPP1R9",protein phosphatase 1 regulatory subunit 9B,ENSG00000108819,84687
HGNC:9299,PPP2CA,PP2AC,protein phosphatase 2 catalytic subunit alpha,ENSG00000113575,5515
HGNC:9302,PPP2R1A,"PR65A, PP2A-AALPHA, PP2AA",protein phosphatase 2 scaffold subunit Aalpha,ENSG00000105568,5518
HGNC:9303,PPP2R1B,"PR65B, PP2A-ABETA",protein phosphatase 2 scaffold subunit Abeta,ENSG00000137713,5519
HGNC:9304,PPP2R2A,"PR52A, PR55A, B55A, PR55ALPHA, B55ALPHA",protein phosphatase 2 regulatory subunit Balpha,ENSG00000221914,5520
HGNC:9314,PPP3CA,"PPP2B, CALN, CALNA",protein phosphatase 3 catalytic subunit alpha,ENSG00000138814,5530
HGNC:9315,PPP3CB,"CALNA2, PP2BBETA, CALNB",protein phosphatase 3 catalytic subunit beta,ENSG00000107758,5532
HGNC:9316,PPP3CC,"CALNA3, PP2BGAMMA",protein phosphatase 3 catalytic subunit gamma,ENSG00000120910,5533
HGNC:9317,PPP3R1,"CALNB1, CNB, CNB1","protein phosphatase 3 regulatory subunit B, alpha",ENSG00000221823,5534
HGNC:9325,PPT1,"CLN1, INCL, PPT",palmitoyl-protein thioesterase 1,ENSG00000131238,5538
HGNC:28911,PRAF2,"JM4, YIP6A",PRA1 domain family member 2,ENSG00000243279,11230
HGNC:17019,PRICKLE1,"FLJ31937, EPM1B",prickle planar cell polarity protein 1,ENSG00000139174,144165
HGNC:20340,PRICKLE2,DKFZP686D143,prickle planar cell polarity protein 2,ENSG00000163637,166336
HGNC:9380,PRKACA,PKACA,protein kinase cAMP-activated catalytic subunit alpha,ENSG00000072062,5566
HGNC:9388,PRKAR1A,"CNC1, PRKAR1, TSE1, PRKAR1ALPHA",protein kinase cAMP-dependent type I regulatory subunit alpha,ENSG00000108946,5573
HGNC:9390,PRKAR1B,NA,protein kinase cAMP-dependent type I regulatory subunit beta,ENSG00000188191,5575
HGNC:9391,PRKAR2A,NA,protein kinase cAMP-dependent type II regulatory subunit alpha,ENSG00000114302,5576
HGNC:9392,PRKAR2B,NA,protein kinase cAMP-dependent type II regulatory subunit beta,ENSG00000005249,5577
HGNC:9393,PRKCA,"PKCa, PKCA",protein kinase C alpha,ENSG00000154229,5578
HGNC:9395,PRKCB,"PKCb, PRKCB2, PKCB, PRKCB1",protein kinase C beta,ENSG00000166501,5579
HGNC:9399,PRKCD,NA,protein kinase C delta,ENSG00000163932,5580
HGNC:9401,PRKCE,NA,protein kinase C epsilon,ENSG00000171132,5581
HGNC:9402,PRKCG,"PKCC, MGC57564, PKCy, PKCG, SCA14",protein kinase C gamma,ENSG00000126583,5582
HGNC:9404,PRKCI,"PKCI, DXS1179E",protein kinase C iota,ENSG00000163558,5584
HGNC:9412,PRKCZ,PKC2,protein kinase C zeta,ENSG00000067606,5590
HGNC:8607,PRKN,"PDJ, AR-JP, PARKIN, PARK2",parkin RBR E3 ubiquitin protein ligase,ENSG00000185345,5071
HGNC:5188,PRMT8,HRMT1L4,protein arginine methyltransferase 8,ENSG00000111218,56341
HGNC:9449,PRNP,"CD230, ALTPRP, CJD",prion protein (Kanno blood group),ENSG00000171867,5621
HGNC:28130,PRR7,MGC10772,"proline rich 7, synaptic",ENSG00000131188,80758
HGNC:13943,PRRT1,"NG5, IFITMD7, DSPD1, SYNDIG4, C6ORF31",proline rich transmembrane protein 1,ENSG00000204314,80863
HGNC:30500,PRRT2,"FLJ25513, DKFZP547J199, IFITMD1, FICCA, DSPB3, PKC, EKD1, ICCA, DYT10",proline rich transmembrane protein 2,ENSG00000167371,112476
HGNC:9477,PRSS12,"BSSP-3, MRT1",serine protease 12,ENSG00000164099,8492
HGNC:25209,PRUNE2,"BMCC1, BNIPXL, A214N16.3, BA214N16.3, C9ORF65, KIAA0367",prune homolog 2 with BCH domain,ENSG00000106772,158471
HGNC:9507,PSD,"KIAA2011, TYL, PSD1, EFA6A, EFA6",pleckstrin and Sec7 domain containing,ENSG00000059915,5662
HGNC:19092,PSD2,"DKFZP761B0514, EFA6C",pleckstrin and Sec7 domain containing 2,ENSG00000146005,84249
HGNC:19093,PSD3,"KIAA0942, HCA67, EFA6R, DKFZP761K1423, EFA6D",pleckstrin and Sec7 domain containing 3,ENSG00000156011,23362
HGNC:9508,PSEN1,"S182, PS1, PS-1, PSNL1",presenilin 1,ENSG00000080815,5663
HGNC:9509,PSEN2,"AD3L, STM2, PS-2, E5-1, AD4",presenilin 2,ENSG00000143801,5664
HGNC:30100,PSENEN,PEN2,"presenilin enhancer, gamma-secretase subunit",ENSG00000205155,55851
HGNC:9585,PTCH1,"BCNS, NBCCS, PTCH",patched 1,ENSG00000185920,5727
HGNC:9588,PTEN,"MMAC1, PTEN1, BZS, MHAM",phosphatase and tensin homolog,ENSG00000171862,5728
HGNC:9611,PTK2,"FAK, FADK, FAK1, PPP1R71",protein tyrosine kinase 2,ENSG00000169398,5747
HGNC:9612,PTK2B,"CAKB, PYK2, RAFTK, PTK, CADTK, FAK2",protein tyrosine kinase 2 beta,ENSG00000120899,2185
HGNC:9630,PTN,"HBNF, HBGF8, NEGF1",pleiotrophin,ENSG00000105894,5764
HGNC:9642,PTPN1,PTP1B,protein tyrosine phosphatase non-receptor type 1,ENSG00000196396,5770
HGNC:14406,PTPN23,"DKFZP564F0923, KIAA1471, HD-PTP",protein tyrosine phosphatase non-receptor type 23,ENSG00000076201,25930
HGNC:9664,PTPRA,"HLPR, HPTPA, RPTPA, PTPRL2",protein tyrosine phosphatase receptor type A,ENSG00000132670,5786
HGNC:9668,PTPRD,"PTPD, HPTP",protein tyrosine phosphatase receptor type D,ENSG00000153707,5789
HGNC:9670,PTPRF,LAR,protein tyrosine phosphatase receptor type F,ENSG00000142949,5792
HGNC:9676,PTPRN,"IA-2, ICA512",protein tyrosine phosphatase receptor type N,ENSG00000054356,5798
HGNC:9677,PTPRN2,"KIAA0387, PHOGRIN, ICAAR, IA-2BETA",protein tyrosine phosphatase receptor type N2,ENSG00000155093,5799
HGNC:9678,PTPRO,"PTPU2, GLEPP1, PTP-U2, PTP-OC, NPHS6",protein tyrosine phosphatase receptor type O,ENSG00000151490,5800
HGNC:9681,PTPRS,NA,protein tyrosine phosphatase receptor type S,ENSG00000105426,5802
HGNC:9682,PTPRT,"RPTPRHO, KIAA0283",protein tyrosine phosphatase receptor type T,ENSG00000196090,11122
HGNC:9685,PTPRZ1,"PTP18, RPTPB, PHOSPHACAN, PTPZ",protein tyrosine phosphatase receptor type Z1,ENSG00000106278,5803
HGNC:14958,PUM2,"PUMH2, KIAA0235",pumilio RNA binding family member 2,ENSG00000055917,23369
HGNC:9701,PURA,"PURALPHA, PUR1, PUR-ALPHA",purine rich element binding protein A,ENSG00000185129,5813
HGNC:17930,PURG,"PURG-A, PURG-B",purine rich element binding protein G,ENSG00000172733,29942
HGNC:21100,QKI,QK3,"QKI, KH domain containing RNA binding",ENSG00000112531,9444
HGNC:9759,RAB10,NA,"RAB10, member RAS oncogene family",ENSG00000084733,10890
HGNC:9760,RAB11A,YL8,"RAB11A, member RAS oncogene family",ENSG00000103769,8766
HGNC:9761,RAB11B,H-YPT3,"RAB11B, member RAS oncogene family",ENSG00000185236,9230
HGNC:17224,RAB11FIP3,"KIAA0665, RAB11-FIP3, EFERIN",RAB11 family interacting protein 3,ENSG00000090565,9727
HGNC:24845,RAB11FIP5,"GAF1, KIAA0857, RIP11, PP75",RAB11 family interacting protein 5,ENSG00000135631,26056
HGNC:16524,RAB14,RAB-14,"RAB14, member RAS oncogene family",ENSG00000119396,51552
HGNC:16523,RAB17,NA,"RAB17, member RAS oncogene family",ENSG00000124839,64284
HGNC:14244,RAB18,NA,"RAB18, member RAS oncogene family",ENSG00000099246,22931
HGNC:9758,RAB1A,YPT1,"RAB1A, member RAS oncogene family",ENSG00000138069,5861
HGNC:18370,RAB1B,NA,"RAB1B, member RAS oncogene family",ENSG00000174903,81876
HGNC:18263,RAB21,KIAA0118,"RAB21, member RAS oncogene family",ENSG00000080371,23011
HGNC:14259,RAB26,NA,"RAB26, member RAS oncogene family",ENSG00000167964,25837
HGNC:9767,RAB27B,NA,"RAB27B, member RAS oncogene family",ENSG00000041353,5874
HGNC:9763,RAB2A,RAB2,"RAB2A, member RAS oncogene family",ENSG00000104388,5862
HGNC:16075,RAB33B,DKFZP434G099,"RAB33B, member RAS oncogene family",ENSG00000172007,83452
HGNC:9774,RAB35,H-RAY,"RAB35, member RAS oncogene family",ENSG00000111737,11021
HGNC:9777,RAB3A,NA,"RAB3A, member RAS oncogene family",ENSG00000105649,5864
HGNC:9778,RAB3B,NA,"RAB3B, member RAS oncogene family",ENSG00000169213,5865
HGNC:30269,RAB3C,NA,"RAB3C, member RAS oncogene family",ENSG00000152932,115827
HGNC:9781,RAB4A,"HRES-1/RAB4, RAB4","RAB4A, member RAS oncogene family",ENSG00000168118,5867
HGNC:9782,RAB4B,"FLJ78649, MGC52123","RAB4B, member RAS oncogene family",ENSG00000167578,53916
HGNC:9783,RAB5A,RAB5,"RAB5A, member RAS oncogene family",ENSG00000144566,5868
HGNC:9784,RAB5B,NA,"RAB5B, member RAS oncogene family",ENSG00000111540,5869
HGNC:9785,RAB5C,"RAB5CL, RABL","RAB5C, member RAS oncogene family",ENSG00000108774,5878
HGNC:9786,RAB6A,RAB6,"RAB6A, member RAS oncogene family",ENSG00000175582,5870
HGNC:14902,RAB6B,NA,"RAB6B, member RAS oncogene family",ENSG00000154917,51560
HGNC:9788,RAB7A,"RAB7, CMT2B","RAB7A, member RAS oncogene family",ENSG00000075785,7879
HGNC:7007,RAB8A,"RAB8, MEL","RAB8A, member RAS oncogene family",ENSG00000167461,4218
HGNC:30273,RAB8B,NA,"RAB8B, member RAS oncogene family",ENSG00000166128,51762
HGNC:9794,RABAC1,"PRA1, YIP3",Rab acceptor 1,ENSG00000105404,10567
HGNC:17677,RABEP1,"NEUROCRESCIN, RAB5EP, RABPT5, RABAPTIN-5","rabaptin, RAB GTPase binding effector protein 1",ENSG00000029725,9135
HGNC:17676,RABGEF1,"RABEX-5, RABEX5",RAB guanine nucleotide exchange factor 1,ENSG00000154710,27342
HGNC:9801,RAC1,"TC-25, P21-RAC1, RAC-1",Rac family small GTPase 1,ENSG00000136238,5879
HGNC:9803,RAC3,NA,Rac family small GTPase 3,ENSG00000169750,5881
HGNC:9839,RALA,RAL,RAS like proto-oncogene A,ENSG00000006451,5898
HGNC:9841,RALBP1,RLIP76,ralA binding protein 1,ENSG00000017797,10928
HGNC:9843,RAMP1,NA,receptor activity modifying protein 1,ENSG00000132329,10267
HGNC:9851,RANBP6,NA,RAN binding protein 6,ENSG00000137040,26953
HGNC:9855,RAP1A,"KREV-1, SMGP21","RAP1A, member of RAS oncogene family",ENSG00000116473,5906
HGNC:9857,RAP1B,"RAL1B, DKFZP586H0723","RAP1B, member of RAS oncogene family",ENSG00000127314,5908
HGNC:9861,RAP2A,RAP2,"RAP2A, member of RAS oncogene family",ENSG00000125249,5911
HGNC:16854,RAPGEF2,"PDZ-GEF1, RA-GEF, DKFZP586O1422, KIAA0313, PDZGEF1",Rap guanine nucleotide exchange factor 2,ENSG00000109756,9693
HGNC:16626,RAPGEF4,"CAMP-GEFII, CGEF2",Rap guanine nucleotide exchange factor 4,ENSG00000091428,11069
HGNC:14436,RAPH1,"KIAA1681, ALS2CR9, ALS2CR18",Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,ENSG00000173166,65059
HGNC:9863,RAPSN,"RNF205, CMS1D, CMS1E",receptor associated protein of the synapse,ENSG00000165917,5913
HGNC:9875,RASGRF1,"CDC25L, GRF55, H-GRF55, GNRP, PP13187, GRF1",Ras protein specific guanine nucleotide releasing factor 1,ENSG00000058335,5923
HGNC:9876,RASGRF2,RAS-GRF2,Ras protein specific guanine nucleotide releasing factor 2,ENSG00000113319,5924
HGNC:9910,RBMX,"RNMX, HNRNPG",RNA binding motif protein X-linked,ENSG00000147274,27316
HGNC:9944,RDX,DFNB24,radixin,ENSG00000137710,5962
HGNC:9955,RELA,NFKB3,"RELA proto-oncogene, NF-kB subunit",ENSG00000173039,5970
HGNC:9956,RELB,REL-B,"RELB proto-oncogene, NF-kB subunit",ENSG00000104856,5971
HGNC:9957,RELN,"RL, PRO1598",reelin,ENSG00000189056,5649
HGNC:9994,RGS12,NA,regulator of G protein signaling 12,ENSG00000159788,6002
HGNC:9996,RGS14,NA,regulator of G protein signaling 14,ENSG00000169220,10636
HGNC:10000,RGS4,SCZD9,regulator of G protein signaling 4,ENSG00000117152,5999
HGNC:10003,RGS7,NA,regulator of G protein signaling 7,ENSG00000182901,6000
HGNC:23271,RGS7BP,R7BP,regulator of G protein signaling 7 binding protein,ENSG00000186479,401190
HGNC:10004,RGS9,"RGS9L, MGC26458, MGC111763",regulator of G protein signaling 9,ENSG00000108370,8787
HGNC:10011,RHEB,NA,"Ras homolog, mTORC1 binding",ENSG00000106615,6009
HGNC:667,RHOA,"RHO12, RHOH12, ARH12, ARHA",ras homolog family member A,ENSG00000067560,387
HGNC:668,RHOB,"RHOH6, MST081, ARH6, ARHB",ras homolog family member B,ENSG00000143878,388
HGNC:672,RHOG,"MGC125835, MGC125836, ARHG",ras homolog family member G,ENSG00000177105,391
HGNC:30339,RIMBP2,"KIAA0318, MGC15831, RIM-BP2, PPP1R133",RIMS binding protein 2,ENSG00000060709,23504
HGNC:17282,RIMS1,"KIAA0340, RIM1, RAB3IP2, CORD7",regulating synaptic membrane exocytosis 1,ENSG00000079841,22999
HGNC:17283,RIMS2,"KIAA0751, RIM2, OBOE, RAB3IP3",regulating synaptic membrane exocytosis 2,ENSG00000176406,9699
HGNC:21292,RIMS3,"RIM3, NIM3",regulating synaptic membrane exocytosis 3,ENSG00000117016,9783
HGNC:16183,RIMS4,"DJ781B1.3, C20ORF190",regulating synaptic membrane exocytosis 4,ENSG00000101098,140730
HGNC:25550,RMDN3,"FLJ10579, PTPIP51, RMD3, FAM82C, FAM82A2",regulator of microtubule dynamics 3,ENSG00000137824,55177
HGNC:10055,RNF10,"KIAA0262, RIE2",ring finger protein 10,ENSG00000022840,9921
HGNC:17765,RNF138,STRIN,ring finger protein 138,ENSG00000134758,51444
HGNC:13432,RNF19A,"DORFIN, DKFZP566B1346, RNF19","ring finger protein 19A, RBR E3 ubiquitin protein ligase",ENSG00000034677,25897
HGNC:21698,RNF216,"TRIAD3, UBCE7IP1",ring finger protein 216,ENSG00000011275,54476
HGNC:25552,RNF220,"FLJ10597, C1ORF164",ring finger protein 220,ENSG00000187147,55182
HGNC:17297,RNF34,"RIFF, FLJ21786",ring finger protein 34,ENSG00000170633,80196
HGNC:10250,ROBO2,KIAA1568,roundabout guidance receptor 2,ENSG00000185008,6092
HGNC:10251,ROCK1,P160ROCK,Rho associated coiled-coil containing protein kinase 1,ENSG00000067900,6093
HGNC:10252,ROCK2,NA,Rho associated coiled-coil containing protein kinase 2,ENSG00000134318,9475
HGNC:29478,ROGDI,"FLJ22386, ROGD1, RAV2",rogdi atypical leucine zipper,ENSG00000067836,79641
HGNC:10257,ROR2,"NTRKR2, BDB, BDB1",receptor tyrosine kinase like orphan receptor 2,ENSG00000169071,4920
HGNC:17056,RPH3A,"KIAA0985, RABPHILIN, EXOPHILIN-1",rabphilin 3A,ENSG00000089169,22895
HGNC:10298,RPL10,"QM, DXS648, FLJ23544, L10, UL16",ribosomal protein L10,ENSG00000147403,6134
HGNC:10299,RPL10A,"CSA-19, L10A, UL1, NEDD6",ribosomal protein L10a,ENSG00000198755,4736
HGNC:10301,RPL11,UL5,ribosomal protein L11,ENSG00000142676,6135
HGNC:10302,RPL12,UL11,ribosomal protein L12,ENSG00000197958,6136
HGNC:10303,RPL13,"D16S444E, BBC1, EL13",ribosomal protein L13,ENSG00000167526,6137
HGNC:10304,RPL13A,"UL13, TSTA1",ribosomal protein L13a,ENSG00000142541,23521
HGNC:10305,RPL14,"L14, HRL14, RL14, CTG-B33, EL14",ribosomal protein L14,ENSG00000188846,9045
HGNC:10306,RPL15,"RPLY10, RPYL10, EC45, EL15",ribosomal protein L15,ENSG00000174748,6138
HGNC:10307,RPL17,"L17, UL22",ribosomal protein L17,ENSG00000265681,6139
HGNC:10310,RPL18,"L18, EL18",ribosomal protein L18,ENSG00000063177,6141
HGNC:10311,RPL18A,"L18A, EL20",ribosomal protein L18a,ENSG00000105640,6142
HGNC:10312,RPL19,"FLJ27452, MGC71997, DKFZP779D216, EL19",ribosomal protein L19,ENSG00000108298,6143
HGNC:10313,RPL21,"L21, FLJ27458, MGC71252, MGC104274, MGC104275, DKFZP686C06101, EL21",ribosomal protein L21,ENSG00000122026,6144
HGNC:10315,RPL22,"EAP, L22, EL22",ribosomal protein L22,ENSG00000116251,6146
HGNC:10316,RPL23,"L23, UL14",ribosomal protein L23,ENSG00000125691,9349
HGNC:10317,RPL23A,"L23A, UL23",ribosomal protein L23a,ENSG00000198242,6147
HGNC:10325,RPL24,"L24, EL24",ribosomal protein L24,ENSG00000114391,6152
HGNC:10327,RPL26,"L26, UL24",ribosomal protein L26,ENSG00000161970,6154
HGNC:10328,RPL27,"L27, EL27",ribosomal protein L27,ENSG00000131469,6155
HGNC:10329,RPL27A,"L27A, UL15",ribosomal protein L27a,ENSG00000166441,6157
HGNC:10330,RPL28,"FLJ43307, L28, EL28",ribosomal protein L28,ENSG00000108107,6158
HGNC:10331,RPL29,"HUMRPL29, L29, EL29, RPL29P10",ribosomal protein L29,ENSG00000162244,6159
HGNC:10332,RPL3,"L3, UL3",ribosomal protein L3,ENSG00000100316,6122
HGNC:10333,RPL30,EL30,ribosomal protein L30,ENSG00000156482,6156
HGNC:10334,RPL31,"L31, EL31",ribosomal protein L31,ENSG00000071082,6160
HGNC:10336,RPL32,L32,ribosomal protein L32,ENSG00000144713,6161
HGNC:10340,RPL34,"L34, EL34",ribosomal protein L34,ENSG00000109475,6164
HGNC:10344,RPL35,"L35, UL29",ribosomal protein L35,ENSG00000136942,11224
HGNC:10345,RPL35A,"L35A, EL33, GIG33",ribosomal protein L35a,ENSG00000182899,6165
HGNC:13631,RPL36,"DKFZP566B023, L36, EL36",ribosomal protein L36,ENSG00000130255,25873
HGNC:10359,RPL36A,"L36A, EL42, RPL44",ribosomal protein L36a,ENSG00000241343,6173
HGNC:10347,RPL37,"L37, EL37",ribosomal protein L37,ENSG00000145592,6167
HGNC:10348,RPL37A,"L37A, EL43",ribosomal protein L37a,ENSG00000197756,6168
HGNC:10349,RPL38,"L38, EL38",ribosomal protein L38,ENSG00000172809,6169
HGNC:10353,RPL4,"L4, UL4",ribosomal protein L4,ENSG00000174444,6124
HGNC:10360,RPL5,"PPP1R135, UL18",ribosomal protein L5,ENSG00000122406,6125
HGNC:10362,RPL6,"TAXREB107, EL6, TXREB1",ribosomal protein L6,ENSG00000089009,6128
HGNC:10363,RPL7,"HUML7-1, L7, UL30",ribosomal protein L7,ENSG00000147604,6129
HGNC:10364,RPL7A,"SURF3, TRUP, L7A, EL8",ribosomal protein L7a,ENSG00000148303,6130
HGNC:10368,RPL8,UL2,ribosomal protein L8,ENSG00000161016,6132
HGNC:10369,RPL9,UL6,ribosomal protein L9,ENSG00000163682,6133
HGNC:10371,RPLP0,"PRLP0, L10E, RPP0, LP0, UL10",ribosomal protein lateral stalk subunit P0,ENSG00000089157,6175
HGNC:10372,RPLP1,LP1,ribosomal protein lateral stalk subunit P1,ENSG00000137818,6176
HGNC:10377,RPLP2,"MGC71408, LP2, D11S2243E",ribosomal protein lateral stalk subunit P2,ENSG00000177600,6181
HGNC:10383,RPS10,"MGC88819, ES10",ribosomal protein S10,ENSG00000124614,6204
HGNC:10384,RPS11,US17,ribosomal protein S11,ENSG00000142534,6205
HGNC:10385,RPS12,ES12,ribosomal protein S12,ENSG00000112306,6206
HGNC:10386,RPS13,US15,ribosomal protein S13,ENSG00000110700,6207
HGNC:10387,RPS14,"EMTB, US11",ribosomal protein S14,ENSG00000164587,6208
HGNC:10388,RPS15,"MGC111130, S15, US19",ribosomal protein S15,ENSG00000115268,6209
HGNC:10389,RPS15A,"S15A, US8",ribosomal protein S15a,ENSG00000134419,6210
HGNC:10396,RPS16,"S16, US9",ribosomal protein S16,ENSG00000105193,6217
HGNC:10397,RPS17,"MGC72007, S17, ES17, RPS17L",ribosomal protein S17,ENSG00000182774,6218
HGNC:10401,RPS18,"KE3, KE-3, HKE3, S18, US13, D6S218E",ribosomal protein S18,ENSG00000231500,6222
HGNC:10402,RPS19,"S19, ES19, DBA, LOH19CR1",ribosomal protein S19,ENSG00000105372,6223
HGNC:10404,RPS2,"LLREP3, US5",ribosomal protein S2,ENSG00000140988,6187
HGNC:10405,RPS20,"S20, US10",ribosomal protein S20,ENSG00000008988,6224
HGNC:10409,RPS21,"S21, ES21",ribosomal protein S21,ENSG00000171858,6227
HGNC:10410,RPS23,"S23, US12",ribosomal protein S23,ENSG00000186468,6228
HGNC:16043,RPS23P1,RPS23RG1,ribosomal protein S23 pseudogene 1,ENSG00000243504,93948
HGNC:10411,RPS24,"S24, ES24",ribosomal protein S24,ENSG00000138326,6229
HGNC:10413,RPS25,"S25, ES25",ribosomal protein S25,ENSG00000118181,6230
HGNC:10414,RPS26,"S26, ES26",ribosomal protein S26,ENSG00000197728,6231
HGNC:10416,RPS27,"MPS-1, S27, ES27",ribosomal protein S27,ENSG00000177954,6232
HGNC:10417,RPS27A,"UBCEP80, UBA80, S27A",ribosomal protein S27a,ENSG00000143947,6233
HGNC:10418,RPS28,"S28, ES28",ribosomal protein S28,ENSG00000233927,6234
HGNC:10420,RPS3,"FLJ26283, FLJ27450, MGC87870, US3",ribosomal protein S3,ENSG00000149273,6188
HGNC:10421,RPS3A,"S3A, MFTL",ribosomal protein S3A,ENSG00000145425,6189
